HCHO_reading,Location,Current_date,Next_date,Month,Year
6.403972517053846e-05,Monaragala,2019-10-24,2019-10-25,10,2019
6.403972517053846e-05,Monaragala,2019-10-25,2019-10-26,10,2019
6.403972517053846e-05,Monaragala,2019-10-26,2019-10-27,10,2019
6.403972517053846e-05,Monaragala,2019-10-27,2019-10-28,10,2019
6.403972517053846e-05,Monaragala,2019-10-28,2019-10-29,10,2019
6.403972517053846e-05,Monaragala,2019-10-29,2019-10-30,10,2019
6.403972517053846e-05,Monaragala,2019-10-30,2019-10-31,10,2019
7.216634774466163e-05,Monaragala,2019-10-31,2019-11-01,10,2019
7.961665078926478e-05,Monaragala,2019-11-01,2019-11-02,11,2019
7.301303441877131e-05,Monaragala,2019-11-02,2019-11-03,11,2019
6.160860252478427e-05,Monaragala,2019-11-03,2019-11-04,11,2019
0.0001025767658446,Monaragala,2019-11-04,2019-11-05,11,2019
5.952412593517619e-05,Monaragala,2019-11-05,2019-11-06,11,2019
0.0001244564848621,Monaragala,2019-11-06,2019-11-07,11,2019
0.0001137354925625,Monaragala,2019-11-07,2019-11-08,11,2019
6.160860252478427e-05,Monaragala,2019-11-08,2019-11-09,11,2019
6.160860252478427e-05,Monaragala,2019-11-09,2019-11-10,11,2019
6.160860252478427e-05,Monaragala,2019-11-10,2019-11-11,11,2019
7.8603618761754e-05,Monaragala,2019-11-11,2019-11-12,11,2019
1.1670059962981136e-05,Monaragala,2019-11-12,2019-11-13,11,2019
9.017052121765264e-05,Monaragala,2019-11-13,2019-11-14,11,2019
4.494364215642581e-05,Monaragala,2019-11-14,2019-11-15,11,2019
6.480257363461138e-05,Monaragala,2019-11-15,2019-11-16,11,2019
7.223729487439374e-05,Monaragala,2019-11-16,2019-11-17,11,2019
3.7091107515152544e-05,Monaragala,2019-11-17,2019-11-18,11,2019
0.0001103087745437,Monaragala,2019-11-18,2019-11-19,11,2019
8.99974333677621e-06,Monaragala,2019-11-19,2019-11-20,11,2019
6.160860252478427e-05,Monaragala,2019-11-20,2019-11-21,11,2019
9.806883275501884e-06,Monaragala,2019-11-21,2019-11-22,11,2019
6.160860252478427e-05,Monaragala,2019-11-22,2019-11-23,11,2019
6.160860252478427e-05,Monaragala,2019-11-23,2019-11-24,11,2019
6.160860252478427e-05,Monaragala,2019-11-24,2019-11-25,11,2019
6.160860252478427e-05,Monaragala,2019-11-25,2019-11-26,11,2019
6.160860252478427e-05,Monaragala,2019-11-26,2019-11-27,11,2019
6.160860252478427e-05,Monaragala,2019-11-27,2019-11-28,11,2019
6.160860252478427e-05,Monaragala,2019-11-28,2019-11-29,11,2019
6.160860252478427e-05,Monaragala,2019-11-29,2019-11-30,11,2019
6.160860252478427e-05,Monaragala,2019-11-30,2019-12-01,11,2019
0.0001638255012534,Monaragala,2019-12-01,2019-12-02,12,2019
7.230335310135961e-05,Monaragala,2019-12-02,2019-12-03,12,2019
7.230335310135961e-05,Monaragala,2019-12-03,2019-12-04,12,2019
7.230335310135961e-05,Monaragala,2019-12-04,2019-12-05,12,2019
7.230335310135961e-05,Monaragala,2019-12-05,2019-12-06,12,2019
4.527902726942165e-05,Monaragala,2019-12-06,2019-12-07,12,2019
7.230335310135961e-05,Monaragala,2019-12-07,2019-12-08,12,2019
7.230335310135961e-05,Monaragala,2019-12-08,2019-12-09,12,2019
7.230335310135961e-05,Monaragala,2019-12-09,2019-12-10,12,2019
7.230335310135961e-05,Monaragala,2019-12-10,2019-12-11,12,2019
7.230335310135961e-05,Monaragala,2019-12-11,2019-12-12,12,2019
1.824442407894158e-05,Monaragala,2019-12-12,2019-12-13,12,2019
0.0001733404594727,Monaragala,2019-12-13,2019-12-14,12,2019
0.0001214041228488,Monaragala,2019-12-14,2019-12-15,12,2019
7.230335310135961e-05,Monaragala,2019-12-15,2019-12-16,12,2019
0.0001236924520403,Monaragala,2019-12-16,2019-12-17,12,2019
